,Biglari Holdings -- Sardar Biglari,Chase -- Edwin Taylor,Citigroup Global Markets -- Barry Guariglia,Bucknell University -- Kelly Stefanowicz,Turner -- Robert Scott,Northwestern Mutual Life -- Thomas Gallina,John Hancock -- John Paul,Villanova University -- Michael Mack,Yorkville Advisors -- Craig Engler,Cornerstone Financial -- Thomas Thorndike,Charles -- Katherine Kennedy,Citigroup Global Markets -- Katherine Rhodes,Morgan Stanley -- James Scott,Bank Of America -- Reed Smith,Liberty Corner Capital Strategies -- William Pigott,Morgan Stanley -- Arthur Andersen,Glen Rauch Securities -- Glen Rauch,Bank Of America -- Raymond Thomas,Stein Roe Investment Counsel -- Eric Propper,Morgan Stanley -- Joseph David,Wells Fargo -- William Blair,Morgan Stanley -- Daniel Lima,Wesolowski -- Paul Wesolowski,Wells Fargo -- William Blair,Morgan Stanley -- Arthur Andersen,Wachovia Bank -- Tu Nguyen,Citigroup Global Markets -- Joseph Friedman,Bulldog Investors -- Phillip Goldstein,Citigroup Global Markets -- Marsha Johnson,Wells Fargo Securities -- Richard Silva,Bank Of America -- Thomas Caskey,Glen Rauch Securities -- Glen Rauch,Morgan Stanley -- Julia Smith,Morgan Stanley Smith Barney -- John Verble,Morgan Stanley -- Julia Smith,Delta Equity Services Corporation -- Raymond Grenier,Parker -- Tim Shaw,Carson -- Ronald Carson,First Tennessee Bank -- Chris Kimler,Morgan Stanley -- Julia Smith,Fidelity -- Thomas Dusing,Oppenheimer -- Karen Nelson,United States Marine Corps -- Eric Schmitt,Capital Bank -- John Patrick,Citigroup Global Markets -- Elise Shartsis,Stephens -- John Stephens,Wachovia Securities -- Alpesh Patel,Levin Capital Strategies -- John Levin,Merrill Lynch -- David Singer,Morgan Stanley -- Lisa Hammond,Fedex -- Michael Margolis,Citigroup Global Markets -- Denis Roy,Bentley Forbes -- Christian Wehba,Wealth Management Solutions -- Dana Anspach,Kpmg -- Sean Connelly,Merrill Lynch -- Michael Duncan,Searle -- Robert Searle,Bank Of America -- William Bond,Gmac Mortgage -- John Curtis,Internal Revenue Service -- Charles Foster,Gemini Land Trust -- Joshua Crapps,Wells Fargo Bank -- Jennifer Lee,Lehman Brothers -- Debbie Hines,Chase -- Julian Diaz,Wells Fargo Bank -- Jin Park,Comcast -- Adam Spencer,Chabot College -- Isaac Richard,Jpmorgan Chase Bank -- Andrew Russell,First Allied Securities -- Adam Antoniades,Chabot College -- Isaac Richard,Ubs Financial Services -- Stanford Baer,Rockwater Municipal Advisors -- Charles Fish,Causeway Capital Management -- Mark Cone,Maccorkle Insurance -- Bernard Lauper,Juarez -- Anthony Juarez,Crown Capital Securities -- James Franceus,Jp Morgan Chase Bank -- Raul Munoz,State Farm -- Jennifer Key,Rockwater Municipal Advisors -- Charles Fish,Catanzarite Law Corporation -- Kenneth Catanzarite,Catanzarite Law Corporation -- Kenneth Catanzarite,Morgan Stanley -- Emma Bridges,Target -- Michael Simon,Mertens -- Kevin Mertens,Edward Jones -- Helen Rice,Edward Jones -- Robert Bird,Metropolitan Life Insurance Company -- Gil Cohen,Valic Financial Advisors -- Brett Laferrera,Morgan Stanley -- Arthur Andersen,Strickland -- Michael Strickland,Merrill Lynch -- Daniel Gomez,Rice -- Clifford Rice,Stanford Group Company -- Charles Rawl,Merrill Lynch -- Daniel Gomez,Merrill Lynch -- Daniel Gomez,Pruco Securities -- Richard Wang,Merrill Lynch -- Daniel Gomez,Bank Of America -- Jorge Gonzalez,Wells Fargo -- David Olson,Merrill Lynch -- Daniel Gomez,Raymond James Financial Services -- John Wanken,Bulldog Investors -- Phillip Goldstein,Gormley -- Joseph Gormley,Dickerson -- Jose Ortiz,Northwestern Mutual -- Timothy Miller,Bank Of America -- Molly Kerr,Perkins -- Kenneth Perkins,Wells Fargo Bank -- Dan Nguyen,Wells Fargo -- Spencer Reed,Fisher Investments -- Michael Weston,Morgan Stanley -- Arthur Andersen,Target -- Michael Simon,Apple -- William Morrow,Miller -- Jeffrey Schouten,Apollo Group -- Derek Hoggett,Scottrade -- Kristine Davenport,Bank Of America -- Peter Simmonds,Bank Of America -- Reed Smith,Morgan Stanley Smith Barney -- Marcia Bloemendaal,Morgan Stanley -- Arthur Andersen
Gemini Land Trust -- Joshua Crapps,0.684968658538,0.684436513337,0.602511592899,0.522276310837,0.704850824371,0.736690775071,0.634387795585,0.731661174039,0.794678925722,0.709807243325,0.804346938291,0.7433993511,0.46138936838,0.690247474739,0.798182526645,0.757278466467,0.620693846734,0.796330026498,0.755830875651,0.729772896614,0.667940582808,0.535452488005,0.846707804245,0.824204348504,0.578146630277,0.814226377539,0.812233364157,0.718049463761,0.570482462512,0.886191037024,0.848327739547,0.649704126263,0.691787243841,0.632064740473,0.778399658156,0.690126480416,0.554319134504,0.700064382733,0.765228133802,0.644291939051,0.617344705427,0.475195708302,0.417905945843,0.376680434508,0.53928306522,0.505566784814,0.495184233249,0.397804446083,0.457229919673,0.52775241394,0.68551845558,0.702171386838,0.904092772468,0.863625936959,0.40659912564,0.65400177482,0.738711107168,0.812853990839,0.661964763962,0.862268106419,1.0,0.715316487775,0.550625735721,0.613976669894,0.352120127516,0.381344684876,0.626021196553,0.704263052019,0.540443587065,0.614101759537,0.339811969841,0.513953607643,0.632661805726,0.784450825564,0.519873533296,0.750789482507,0.793851110251,0.448833903797,0.518693117687,0.658827931979,0.766893506534,0.428184108013,0.627914067194,0.783032546086,0.874961033159,0.890105073193,0.802758915968,0.54653196411,0.687960470621,0.714679415398,0.4451525865,0.736498096271,0.421188365129,0.445461178957,0.4451525865,0.709586384263,0.462531106449,0.733777418185,0.7315190466,0.445461178957,0.743902994638,0.663946331903,0.58034827208,0.682709462407,0.852640983826,0.529300297563,0.685738318796,0.725710151732,0.72047654497,0.426080259582,0.706462718946,0.582022494925,0.734302280202,0.700424486575,0.779889878828,0.763266656537,0.312713490025,0.748936508406,0.726821282361,0.60504350798
Wells Fargo Bank -- Jennifer Lee,0.498053063834,0.528854331221,0.744159455647,0.552051489686,0.576443657087,0.886887765645,0.91437390083,0.72517281313,0.841226453552,0.632160968474,0.600105329329,0.461512104434,0.467856260624,0.607530498433,0.626812000654,0.799228698917,0.279189872695,0.758983628874,0.515041526934,0.662783587696,0.497208681669,0.329329314234,0.673483687381,0.625138941405,0.613253691561,0.822286771683,0.695800878928,0.690412877495,0.434844859903,0.692665665367,0.79673202299,0.29439052287,0.584581091622,0.790276156461,0.70968344067,0.598332798232,0.566815148966,0.686884595707,0.85878919536,0.662801873836,0.87189240625,0.380161223669,0.491917786557,0.370331761453,0.481856380009,0.473559630314,0.576941032167,0.242155709602,0.250577287722,0.387052824344,0.723631841184,0.513274857242,0.811812279661,0.783828406404,0.574215056327,0.675122163157,0.674277030847,0.781025352741,0.528955442705,0.631065133506,0.715316487775,1.0,0.462435892284,0.572835798493,0.219689811663,0.170390182337,0.54926272851,0.524972434264,0.31684901981,0.539430548825,0.215963895824,0.261168301616,0.551418890252,0.609118540028,0.204184699788,0.762075350567,0.633060628625,0.348503141979,0.265494549618,0.551229953461,0.668455838523,0.461910374078,0.502888207593,0.581487281619,0.748719141072,0.657373048285,0.790956624693,0.584599832939,0.633856431999,0.596979105562,0.421931540779,0.810752618257,0.386537924091,0.422126986836,0.421931540779,0.888520160617,0.430906487271,0.766273691325,0.820790718285,0.422126986836,0.676806852826,0.711254596837,0.301672097582,0.657249902078,0.906931629066,0.542713078628,0.633263117494,0.563051530143,0.799009539414,0.542670162699,0.680003413494,0.599896157569,0.74348341752,0.727713001705,0.772106655256,0.780055354311,0.35253677339,0.810254220065,0.789016928507,0.589953091703
Lehman Brothers -- Debbie Hines,0.374893895893,0.461541811594,0.262667447541,0.424050335223,0.432761860066,0.525605155452,0.360815437078,0.437581342649,0.359089561975,0.374697819422,0.463839320313,0.345531724033,0.242632740477,0.331400519286,0.457409736777,0.442560987567,0.344629287784,0.547233081243,0.441990170914,0.354572926685,0.368207861074,0.237241329026,0.471552900226,0.383344488243,0.199110556231,0.446619526744,0.401984693119,0.445520455272,0.239824694163,0.512320120968,0.423110623292,0.354759884344,0.31779636039,0.383064101584,0.366100059977,0.343135466254,0.257444862654,0.410694727163,0.440313006701,0.260172722049,0.34640316499,0.205788102825,0.248712941369,0.17606193922,0.213974685,0.221804066522,0.33887344005,0.285432849079,0.309614893756,0.364153485804,0.332954763253,0.314934940177,0.475342298635,0.503842500849,0.173365510654,0.285298995645,0.429529067448,0.441729412101,0.506990348194,0.506092102519,0.550625735721,0.462435892284,1.0,0.28097298249,0.906004287295,0.184135816986,0.359239781297,0.390002738995,0.197054977297,0.342765605703,0.173872653256,0.192296995552,0.383939986245,0.619856780645,0.24886543403,0.430321835271,0.516498670864,0.188290404687,0.198695746738,0.349325644169,0.520391613363,0.495346226979,0.237691796371,0.709088776354,0.76905464839,0.723082377642,0.412083831856,0.219232548026,0.324474262333,0.391071806456,0.123136498739,0.463913461848,0.124313623401,0.123648758711,0.123136498739,0.365975906313,0.136937708954,0.359271049331,0.357891881436,0.123648758711,0.432182879699,0.370194317275,0.247504053466,0.412838091093,0.479770690518,0.201424031066,0.410391220672,0.388709534751,0.373545843251,0.162325148067,0.43497628942,0.304982481517,0.408347149978,0.390155390724,0.400623991186,0.428185622839,0.3220244852,0.539436493587,0.355711316418,0.222752372978
Chase -- Julian Diaz,0.716261033314,0.322293701193,0.521254688748,0.314245232466,0.319756671637,0.457614796948,0.416294869495,0.476203593323,0.797957363069,0.371479834821,0.460617060469,0.276352569432,0.320842932439,0.541586169526,0.527506148005,0.620875672815,0.216901383377,0.430742145455,0.28600947716,0.744831054342,0.526090392706,0.35415808229,0.477208860005,0.595988689478,0.513182271763,0.555038118744,0.65076226318,0.534140499037,0.502033049342,0.621452446327,0.616474337138,0.2600113205,0.702943925842,0.613843481492,0.472386072081,0.459560290004,0.73529871035,0.36917635469,0.546513771525,0.854405554523,0.616061661206,0.369153392414,0.64258599055,0.461144281657,0.435212162536,0.83948096353,0.450099922631,0.257671988408,0.227051287633,0.309980750933,0.650286622362,0.626533930085,0.571220593262,0.52789508108,0.466817986333,0.81789462686,0.676532583283,0.61441729984,0.538960435115,0.400127321864,0.613976669894,0.572835798493,0.28097298249,1.0,0.224765053584,0.323506022854,0.725873365132,0.77000643358,0.833114897681,0.72045948342,0.397899608087,0.37868521742,0.750821277513,0.697695119843,0.389588369992,0.653145576281,0.772202398296,0.817886680949,0.383652983309,0.848445764352,0.73459336875,0.439040246201,0.514504364733,0.436282924585,0.565576230068,0.573958679393,0.518460143653,0.644126534898,0.808410192314,0.297657743059,0.328119200613,0.485163800496,0.269881360734,0.328447804957,0.328119200613,0.734959654607,0.32680093269,0.623245114482,0.734998418026,0.328447804957,0.516554711366,0.61084755554,0.25292734287,0.389852142609,0.547550393161,0.387520366,0.365585576476,0.314615800258,0.648843663492,0.363496332423,0.454022089235,0.76412126268,0.528644718605,0.73949459919,0.659299366746,0.640605732244,0.254314951827,0.549185516332,0.538021284574,0.732125798341
Wells Fargo Bank -- Jin Park,0.16921257514,0.330519140973,0.156778793217,0.238856447516,0.257010386405,0.2441178591,0.118598835955,0.28078750166,0.171363105619,0.197679777612,0.220501834822,0.163257568628,0.0823744240972,0.123217349247,0.210019352293,0.224365901025,0.158753005698,0.344593831954,0.177939921742,0.179514581119,0.175476808127,0.128829369928,0.261107156748,0.164477656338,0.0986895723896,0.200474404931,0.210681515018,0.174181365671,0.0691196842655,0.303704807241,0.179426171901,0.170363023482,0.182527102233,0.198063860362,0.143721366277,0.217129139732,0.126180534139,0.258154479014,0.232006448778,0.130890456096,0.156185672608,0.139158639742,0.120931666386,0.0797954102091,0.169733270741,0.0980798511153,0.111984861024,0.150435750879,0.0871572726701,0.167164312733,0.199362316213,0.162383880549,0.245983951781,0.249133931564,0.0878153346964,0.133526173229,0.296807206969,0.248794117842,0.375212263486,0.300225452181,0.352120127516,0.219689811663,0.906004287295,0.224765053584,1.0,0.200033673209,0.348064191983,0.326557561182,0.174398192498,0.333233514455,0.156788258283,0.143276540244,0.194612797749,0.573526286526,0.239220536604,0.250653044242,0.4304061594,0.147599874837,0.149712608831,0.270015538986,0.430286092143,0.529604088108,0.132792897029,0.598784667639,0.648245377705,0.59345837968,0.209875493927,0.152878533287,0.188303722136,0.20170730633,0.0801244203335,0.304764022113,0.0813961500695,0.0804718656788,0.0801244203335,0.185259071618,0.0959058058329,0.200428695324,0.182527874225,0.0804718656788,0.362037805202,0.183828490809,0.172999569545,0.257484732653,0.199637727915,0.130214261272,0.24742740927,0.239241019917,0.168521919764,0.108427225391,0.176156523667,0.190036406978,0.201119519804,0.207013581037,0.274239191773,0.276346347421,0.152199861926,0.295929792675,0.162110331864,0.108716982511
Comcast -- Adam Spencer,0.153154608832,0.654361208896,0.135669996844,0.30350395232,0.465270184619,0.270318647322,0.113705020225,0.260527380577,0.153130296961,0.19742908357,0.17140503836,0.156924255526,0.0863649083195,0.130688956538,0.183583002994,0.15070883068,0.22584565453,0.172695478791,0.196010393075,0.140146942216,0.257316384216,0.123214032246,0.325021595852,0.176000281358,0.119177255891,0.151155922921,0.167979783931,0.154706520481,0.0954704590864,0.328271165567,0.18658962471,0.262621056904,0.199849384801,0.162241933114,0.193959040682,0.197857592178,0.24941449837,0.262514707329,0.267888729116,0.165273770988,0.179589347984,0.155139547747,0.183908366577,0.144193860785,0.297422646703,0.140474851633,0.161061703508,0.111063385993,0.113649384963,0.183923786381,0.14040635827,0.210502498706,0.419642242875,0.315967582874,0.155828494718,0.179967419748,0.224434138947,0.170613078266,0.137680203684,0.371802498989,0.381344684876,0.170390182337,0.184135816986,0.323506022854,0.200033673209,1.0,0.378700035181,0.33979500315,0.281438923923,0.381723276684,0.189840211879,0.229766169172,0.230447365065,0.412501301255,0.492041577218,0.255629679529,0.316312637517,0.195600837145,0.231798813951,0.447294160469,0.422345856568,0.150227838249,0.326516354792,0.359747581701,0.376623204072,0.514984047212,0.229554062126,0.103983275798,0.1999154547,0.298643950406,0.0890215750023,0.197868575295,0.0837188649466,0.0891610140954,0.0890215750023,0.208588395245,0.0898954263114,0.166816383188,0.177118137004,0.0891610140954,0.261427071614,0.192670642626,0.341997955517,0.326792914924,0.255020294107,0.111821154378,0.174560353002,0.327587640766,0.197508693333,0.0804048785195,0.282275341601,0.205575117035,0.257740376134,0.230358384545,0.224692731579,0.26669334348,0.110106753169,0.266429291923,0.228098550295,0.146042961471
Chabot College -- Isaac Richard,0.444147771997,0.503942554176,0.433181743817,0.287327711411,0.37053564262,0.463930797967,0.460736516686,0.407702963867,0.550241410357,0.251928677403,0.33710711194,0.303936118707,0.188492713366,0.297465342292,0.325366048485,0.41462365506,0.254365245815,0.497595126547,0.285461446765,0.452376705629,0.332680313845,0.204254886989,0.435107501242,0.402312852903,0.28490138328,0.39422821592,0.456692051616,0.458980032918,0.251347746165,0.500922481323,0.429689893757,0.279332395505,0.382465581613,0.431166600236,0.407495263732,0.273366157851,0.420588607916,0.317567694661,0.501714539866,0.492069581476,0.470815731416,0.303962461111,0.330554669929,0.226177269865,0.324564459009,0.386655168505,0.253872516995,0.170079042769,0.0987049140141,0.277338808327,0.442777669906,0.420279482776,0.602146348387,0.494753900947,0.532993351066,0.463653850038,0.434157983386,0.508009531879,0.346479604971,0.50742433768,0.626021196553,0.54926272851,0.359239781297,0.725873365132,0.348064191983,0.378700035181,1.0,0.869646785521,0.654970391012,0.999545317929,0.467571257717,0.469969263609,0.566862646514,0.910234468758,0.706182194144,0.598123561749,0.801405352181,0.590236858032,0.474267210702,0.830084801022,0.897004490895,0.389936538518,0.363482586853,0.544377340602,0.736385184536,0.759474559138,0.510986221117,0.388632939199,0.488870439987,0.320825160129,0.174858853546,0.537756897105,0.178188337378,0.175139533279,0.174858853546,0.495659560623,0.187909020967,0.429098446788,0.491378097366,0.175139533279,0.594662892178,0.479438058026,0.21836204781,0.319535658138,0.512392888395,0.313782206776,0.246221307354,0.336507181826,0.507037739717,0.297534774997,0.393424364372,0.44626577466,0.407616996383,0.529740554435,0.57002755394,0.519829876852,0.312797386289,0.490120091229,0.47400125354,0.349309709099
Jpmorgan Chase Bank -- Andrew Russell,0.552340994392,0.451755596259,0.337101536564,0.30095195064,0.342506444703,0.483433105887,0.423534862943,0.346117417847,0.635114398449,0.237401204362,0.381007006262,0.314139956466,0.297832524284,0.320437066054,0.49919202759,0.470877179875,0.291618056073,0.430725284423,0.320269500746,0.515015411179,0.427041763971,0.250672108586,0.420591235932,0.447115882371,0.358706922076,0.484267618678,0.558216236038,0.530985147717,0.517354191481,0.564236445748,0.469862246738,0.344162296739,0.536112854614,0.431233827039,0.492729220598,0.306422717438,0.412616620203,0.266482046637,0.553814214488,0.565054408077,0.475156501477,0.32969590423,0.297094706624,0.253415813578,0.283379106687,0.450373330901,0.531800409814,0.435733143272,0.185350269568,0.55601775337,0.434947922972,0.537072155456,0.637064160185,0.500195145119,0.356291553157,0.517710484059,0.484565478861,0.504642213104,0.365897170001,0.543130325973,0.704263052019,0.524972434264,0.390002738995,0.77000643358,0.326557561182,0.33979500315,0.869646785521,1.0,0.691454614038,0.868587756212,0.55283727377,0.456182399277,0.759182170454,0.892805900321,0.665916966155,0.734156013464,0.917486567709,0.654001958862,0.460364252789,0.876056007868,0.883171522909,0.390193361318,0.301881279761,0.576506525174,0.67872093051,0.740969604046,0.467239775842,0.368123058561,0.502776332154,0.297383090754,0.238961617214,0.469902927591,0.187877969934,0.239217694601,0.238961617214,0.541839040785,0.243280199257,0.450623910394,0.475422920789,0.239217694601,0.508867717321,0.52402768455,0.319134619247,0.28627410801,0.547335503714,0.286743195903,0.219795409508,0.321056209238,0.599762183749,0.243711647334,0.420420042347,0.415663210355,0.389092514528,0.498533516504,0.50714761178,0.548807595217,0.27011797694,0.57821504626,0.442683929229,0.468759124457
First Allied Securities -- Adam Antoniades,0.764680408976,0.306326310738,0.261575440038,0.298188065127,0.2884971996,0.293422621569,0.204796900009,0.255079164055,0.545712341528,0.189593190258,0.345099240498,0.279663458953,0.130750197892,0.378942591593,0.377418848798,0.362596427961,0.283775938217,0.23732538598,0.224092626993,0.536483002038,0.561570072431,0.393144618928,0.305855415599,0.505337776443,0.486074838637,0.271333439255,0.482796465329,0.360093442196,0.509399372083,0.542475431346,0.382188574492,0.335224229779,0.577154800732,0.387022604406,0.370835744456,0.29068147787,0.739755120514,0.183745861086,0.423695631554,0.754849600758,0.354955934927,0.299264262945,0.644262038378,0.184834456478,0.169356185504,0.757170716466,0.337494972795,0.199369166515,0.361380528007,0.247951915989,0.369477678936,0.68531017629,0.438464017737,0.447005215832,0.389502254688,0.730065538771,0.533326435724,0.381144530029,0.354301583131,0.42905301027,0.540443587065,0.31684901981,0.197054977297,0.833114897681,0.174398192498,0.281438923923,0.654970391012,0.691454614038,1.0,0.653690341252,0.346028545373,0.439755591273,0.632683912667,0.603050487894,0.533610832487,0.578982876183,0.656858309513,0.857065218706,0.442280571524,0.808006991729,0.640580221172,0.304925863908,0.409491580191,0.367431793449,0.46685868156,0.505344622008,0.326716410012,0.491970901323,0.749406862689,0.243968850916,0.440011734724,0.222743258226,0.21286529327,0.440267907592,0.440011734724,0.422477874966,0.435853222058,0.351152823718,0.49247952486,0.440267907592,0.34360086463,0.417875898922,0.28674257239,0.225545192037,0.378274003672,0.244506938354,0.136417462556,0.252249797777,0.413901817289,0.202981022944,0.413432319166,0.61231765894,0.24369733512,0.702337975186,0.375372462132,0.358292167913,0.20229056668,0.387318111403,0.405539885873,0.49153894313
Chabot College -- Isaac Richard,0.434283602815,0.503514729445,0.415898470399,0.276583422669,0.364672753474,0.454259258077,0.45431702259,0.392409629411,0.535640970353,0.236671513221,0.319502220467,0.285816076158,0.182451324205,0.283791159549,0.309467535305,0.397387822532,0.243392028438,0.480833173905,0.272065466705,0.434596712935,0.320531876347,0.189853609411,0.418119874945,0.385394625491,0.272814235801,0.377972868242,0.43913617661,0.444381552346,0.244671414751,0.48610129389,0.413900806326,0.269103423598,0.365680148243,0.416608979278,0.393824204558,0.259153494378,0.411693141397,0.302132668427,0.489316411913,0.482507924411,0.46011694214,0.29153531304,0.325575584769,0.218605875935,0.308230810746,0.377436219209,0.24882651384,0.166553502789,0.094485831567,0.274801920219,0.426014831084,0.408024528374,0.592153694813,0.480994388918,0.534079498125,0.451330376338,0.417903701493,0.489704178851,0.32675518019,0.499880342479,0.614101759537,0.539430548825,0.342765605703,0.72045948342,0.333233514455,0.381723276684,0.999545317929,0.868587756212,0.653690341252,1.0,0.462014320978,0.47002442253,0.559495122853,0.90200810505,0.711591894048,0.59288091471,0.794039127591,0.588763216693,0.474119705417,0.828080404771,0.892799099268,0.371758070989,0.35517558664,0.534763642265,0.722491638176,0.749565257147,0.493812177705,0.370396065545,0.475454933611,0.311564482644,0.165307421558,0.525079190243,0.161195814186,0.16557856147,0.165307421558,0.480903516162,0.177508447027,0.409505445358,0.477843465206,0.16557856147,0.575539885105,0.465734880937,0.216100017627,0.306679324616,0.500942330939,0.29431872856,0.229961165208,0.325639265125,0.494998114264,0.280997974814,0.382878625322,0.43821806858,0.391939599066,0.519052242087,0.553052065716,0.503403958404,0.300942118012,0.477083850964,0.459846041822,0.336565040413
Ubs Financial Services -- Stanford Baer,0.237844685996,0.146826422298,0.345180154227,0.246790709913,0.143490504615,0.234144865897,0.161246630911,0.226360486395,0.27313989493,0.17779171236,0.268575626983,0.403013513278,0.223176473234,0.145967250975,0.159629178663,0.377468944984,0.161129402265,0.21148814708,0.198766176781,0.342000914719,0.321815433449,0.154867983006,0.263439953154,0.168828516688,0.202022184784,0.309289415384,0.410977614919,0.480017831783,0.233726281309,0.331554350478,0.248637277957,0.182333551908,0.366940709924,0.295210770298,0.347998933651,0.180088715046,0.226658807203,0.193565316793,0.426692794868,0.29288008272,0.166214573672,0.167895159561,0.190763120064,0.413102704408,0.36587512017,0.167109091766,0.209108505734,0.131094714368,0.136707915223,0.200411315242,0.190000821035,0.455574479431,0.349140221193,0.32626639122,0.16584481472,0.290262963096,0.311497764381,0.280044119033,0.262190380607,0.297887057447,0.339811969841,0.215963895824,0.173872653256,0.397899608087,0.156788258283,0.189840211879,0.467571257717,0.55283727377,0.346028545373,0.462014320978,1.0,0.229965740841,0.417834870673,0.510201016033,0.269791176692,0.383210171706,0.56137448329,0.556449909411,0.232962706587,0.600663930066,0.411668131843,0.436925047503,0.161789230501,0.301714050888,0.373829702098,0.3905746302,0.351562779699,0.302590088233,0.301874911329,0.169187923246,0.138514710886,0.255117646422,0.320775755501,0.138669508748,0.138514710886,0.295737124354,0.146756182498,0.359646537609,0.220951340184,0.138669508748,0.447554478061,0.622699708247,0.164170437803,0.196797662126,0.216979499648,0.43701968588,0.20562914794,0.228241256632,0.569318198408,0.41746745763,0.331523397781,0.28087008093,0.310293415588,0.22259133741,0.288431253937,0.4175008959,0.211641466325,0.534850451621,0.270009490914,0.0192077849476
Rockwater Municipal Advisors -- Charles Fish,0.407123622772,0.441742573122,0.214487528343,0.242006434879,0.276935849598,0.304372614046,0.270508846055,0.248667189043,0.35026428356,0.179211795355,0.20390063737,0.340314156467,0.126349051167,0.207774736056,0.302151361231,0.206983246049,0.213434878866,0.218714777428,0.255262866704,0.233246192524,0.226090065934,0.243094290589,0.272887766894,0.356227015937,0.274203550883,0.224150380102,0.438943294211,0.325391895065,0.392542898379,0.393925759411,0.324414608912,0.256646328279,0.421752704377,0.206025639614,0.316935730373,0.230032488116,0.253344478494,0.168703055377,0.325458794323,0.185204437733,0.241944003063,0.17121606563,0.224366703615,0.149243255144,0.11670467505,0.240363701358,0.256223010648,0.237245390029,0.234857202147,0.292642903208,0.25553372961,0.339047260942,0.449276837122,0.410476153595,0.148686296008,0.290130499713,0.369018153597,0.350589835999,0.282935107582,0.350317016414,0.513953607643,0.261168301616,0.192296995552,0.37868521742,0.143276540244,0.229766169172,0.469969263609,0.456182399277,0.439755591273,0.47002442253,0.229965740841,1.0,0.481274914889,0.465339932728,0.325993808065,0.579441691914,0.468157791243,0.271010160313,0.999956644655,0.478961081487,0.410300784051,0.175450749506,0.190510981374,0.307543747618,0.459684310064,0.465033448845,0.232958411176,0.204924518618,0.296523972712,0.216285719028,0.240290546045,0.240290833836,0.139111079963,0.240345336327,0.240290546045,0.273745374393,0.236702270104,0.230716610973,0.269228219348,0.240345336327,0.252090423248,0.228494726673,0.229394943324,0.182708043781,0.297243728057,0.173905871892,0.152968908539,0.232423705497,0.269465768434,0.180189767817,0.410345454615,0.229034072809,0.231892098417,0.246188152094,0.354650314358,0.263924929791,0.144468416657,0.285069498643,0.290097378443,0.30612523246
Causeway Capital Management -- Mark Cone,0.801530259876,0.32398227831,0.376409485681,0.311358829523,0.371879310698,0.479686138722,0.439944655533,0.452308877984,0.713477628052,0.336310825384,0.541193735218,0.371977104837,0.368332555999,0.586058335087,0.768288390449,0.603396004933,0.294262384258,0.451565692993,0.416126592312,0.701539496718,0.600468567397,0.446541417804,0.471912003245,0.634515222738,0.546318964649,0.609445679623,0.763894164962,0.774965869306,0.750826724481,0.653525033528,0.610224078459,0.329348200818,0.797190325405,0.589782808607,0.630196944138,0.453989591974,0.532943389619,0.33168104842,0.623735563601,0.641883066315,0.477474544839,0.413710737598,0.534389964506,0.468005901412,0.320708711149,0.725093971638,0.787199504463,0.581107668054,0.335009283857,0.659330165266,0.518456342406,0.635164780454,0.587986033298,0.578645112522,0.303361015599,0.735966567245,0.64090329597,0.604688569272,0.618241355122,0.490526559467,0.632661805726,0.551418890252,0.383939986245,0.750821277513,0.194612797749,0.230447365065,0.566862646514,0.759182170454,0.632683912667,0.559495122853,0.417834870673,0.481274914889,1.0,0.643649009142,0.313794865186,0.698238829694,0.717052218719,0.598253323413,0.484924739781,0.728949622427,0.663409883577,0.31466839931,0.438519721855,0.456846577758,0.544502718618,0.53879406385,0.442098987718,0.501671657272,0.641394813103,0.31406403245,0.401881491704,0.379884764769,0.256320799559,0.402150537095,0.401881491704,0.657711543419,0.391228523081,0.588277820037,0.633260766575,0.402150537095,0.407491880879,0.650423955741,0.326462131139,0.3392630275,0.555275989067,0.315444652445,0.300337764506,0.312885631625,0.615672146906,0.268366928238,0.679734804555,0.572203966736,0.502855458959,0.57540543979,0.518627966265,0.55656485504,0.630141704585,0.61712418118,0.589097532714,0.698261116819
